asin,keyword,match_type,date,impressions,clicks,cpc,ad_spend,attributed_sales,attributed_units,acos,roas
sunscreendrops50ml,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,41,0,3.92,1.31,0.0,0,0.0,0.0
Slim01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,2,2,6.53,13.06,0.0,0,0.0,0.0
sunscreendrops50ml,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,2,0,3.87,1.29,0.0,0,0.0,0.0
VQ-FBCU-5XWU,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,68,5,17.21,68.83,0.0,0,0.0,0.0
WT-U58E-RPQB,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,1,1,6.37,3.18,0.0,0,0.0,0.0
WT-U58E-RPQB,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,0,1,9.5,4.75,0.0,0,0.0,0.0
XA-UIID-K1KF,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,16,0,9.59,3.07,0.0,0,0.0,0.0
XA-UIID-K1KF,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,5,0,15.17,1.82,0.0,0,0.0,0.0
XA-UIID-K1KF,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,5,0,13.37,2.67,0.0,0,0.0,0.0
XA-UIID-K1KF,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,38,0,14.38,5.18,0.0,0,0.0,0.0
Y0-LR81-7OHE,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,18,6,6.1,27.32,0.0,0,0.0,0.0
Y0-LR81-7OHE,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,6,2,9.65,16.21,0.0,0,0.0,0.0
Y0-LR81-7OHE,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,6,3,8.5,23.81,0.0,0,0.0,0.0
Y0-LR81-7OHE,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,43,6,9.15,46.09,0.0,0,0.0,0.0
YF-QA0C-YDO2,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,35,2,11.82,18.91,0.0,0,0.0,0.0
YF-QA0C-YDO2,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,12,1,18.7,11.22,0.0,0,0.0,0.0
YF-QA0C-YDO2,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,11,1,16.48,16.48,0.0,0,0.0,0.0
LKN-HBGM-50G,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,37,2,12.21,24.41,0.0,0,0.0,0.0
YF-QA0C-YDO2,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,84,2,17.73,31.91,0.0,0,0.0,0.0
sunscreendrops50ml,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,0,0,1.12,0.19,1738.04,4,0.00010931854272628939,9147.57894736842
sunscreendrops50ml,naturacare naturals,BROAD,2026-01-20,135,0,8.92,1.86,0.0,0,0.0,0.0
sunscreendrops50ml,naturacare naturals,PHRASE,2026-01-20,295,1,5.84,4.62,0.0,0,0.0,0.0
sunscreendrops50ml,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,1,0,4.26,0.71,0.0,0,0.0,0.0
Slim01,natural weight loss powder,PHRASE,2026-01-20,43,5,43.28,159.8,685.0,1,0.23328467153284674,4.286608260325407
Slim01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,2,1,8.8,8.8,0.0,0,0.0,0.0
Slim01,weight loss powder,BROAD,2026-01-20,17,1,20.7,12.74,0.0,0,0.0,0.0
Slim01,weight loss powder,PHRASE,2026-01-20,14,5,23.54,86.93,0.0,0,0.0,0.0
Slim02,"category=""11364684031""",TARGETING_EXPRESSION,2026-01-20,3,1,18.93,12.62,0.0,0,0.0,0.0
Slim02,"category=""11364851031""",TARGETING_EXPRESSION,2026-01-20,315,5,17.46,69.85,0.0,0,0.0,0.0
Slim02,"category=""14095357031""",TARGETING_EXPRESSION,2026-01-20,0,0,26.43,8.81,0.0,0,0.0,0.0
Slim02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,9893,253,18.13,3734.18,39788.53,38,0.0938506650032057,10.655225511357246
Slim01,naturacare weight loss powder,BROAD,2026-01-20,202,3,19.65,44.22,0.0,0,0.0,0.0
Slim02,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,116,1,29.67,29.67,0.0,0,0.0,0.0
Slim02,naturacare naturals,PHRASE,2026-01-20,209,5,29.97,118.55,881.22,1,0.13452940241937314,7.433319274567693
Slim02,naturacare naturals weight loss powder,BROAD,2026-01-20,543,6,19.61,102.93,0.0,0,0.0,0.0
Slim02,naturacare weight loss powder,BROAD,2026-01-20,80,2,14.18,24.82,0.0,0,0.0,0.0
Slim02,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,48,1,12.18,12.18,0.0,0,0.0,0.0
Slim02,natural weight loss powder,PHRASE,2026-01-20,50,3,17.52,40.44,0.0,0,0.0,0.0
Slim02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,9177,90,29.38,2144.6,0.0,0,0.0,0.0
Slim02,weight loss powder,PHRASE,2026-01-20,16,3,9.53,22.0,0.0,0,0.0,0.0
Slim02,weight loss powder,BROAD,2026-01-20,19,0,8.38,3.22,0.0,0,0.0,0.0
Slim02,naturacare naturals,BROAD,2026-01-20,95,1,45.81,47.87,422.24,0,0.11337154225085258,8.820555671610613
LKN-Gummies01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,1467,21,21.8,370.57,1161.23,2,0.3191185208787234,3.1336319723668944
LKN-Gummies01,naturacare gummies,EXACT,2026-01-20,2,1,47.53,47.53,0.0,0,0.0,0.0
LKN-Gummies01,naturacare hair gummies,PHRASE,2026-01-20,4,2,10.75,21.5,0.0,0,0.0,0.0
6A-X1F7-F5Q6,naturacare naturals,PHRASE,2026-01-20,713,9,13.49,96.02,396.94,1,0.2419005391243009,4.1339304311601754
6A-X1F7-F5Q6,naturacare saffron night gel,PHRASE,2026-01-20,2,2,1.82,3.63,0.0,0,0.0,0.0
6A-X1F7-F5Q6,saffron gel,PHRASE,2026-01-20,14,4,9.63,28.88,0.0,0,0.0,0.0
6Z-V54C-G5K5,naturacare naturals,PHRASE,2026-01-20,334,3,12.8,30.38,0.0,0,0.0,0.0
6Z-V54C-G5K5,naturacare naturals,BROAD,2026-01-20,152,1,19.57,12.27,0.0,0,0.0,0.0
abcmalt-200g,abc malt powder,EXACT,2026-01-20,603,5,19.42,77.69,0.0,0,0.0,0.0
abcmalt-200g,abc malt powder,PHRASE,2026-01-20,523,11,13.08,117.68,0.0,0,0.0,0.0
6A-X1F7-F5Q6,naturacare naturals,BROAD,2026-01-20,326,2,20.62,38.77,190.2,0,0.2038380651945321,4.905855042558679
abcmalt-200g,abc milk mix powder,PHRASE,2026-01-20,231,1,14.21,14.21,0.0,0,0.0,0.0
abcmalt-200g,abc powder for drinking,EXACT,2026-01-20,214,2,25.92,51.84,0.0,0,0.0,0.0
abcmalt-200g,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,645,9,12.65,88.56,0.0,0,0.0,0.0
abcmalt-200g,naturacare abc malt powder,EXACT,2026-01-20,32,2,9.3,18.59,0.0,0,0.0,0.0
abcmalt-200g,naturacare naturals,PHRASE,2026-01-20,487,2,24.25,38.36,0.0,0,0.0,0.0
abcmalt-200g,naturacare naturals,BROAD,2026-01-20,222,1,37.07,15.49,0.0,0,0.0,0.0
abcmalt-200g,naturacare naturals abc malt,EXACT,2026-01-20,502,2,32.76,65.51,0.0,0,0.0,0.0
abcmalt-200g,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,2,1,8.67,8.67,0.0,0,0.0,0.0
abcmalt-200g,abc mix powder,EXACT,2026-01-20,1627,9,31.65,221.54,0.0,0,0.0,0.0
54-N90S-Z2EK,nalangu maavu,BROAD,2026-01-20,733,30,15.45,370.87,1033.31,2,0.35891455613513856,2.786178445277321
54-N90S-Z2EK,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,218,30,17.5,433.68,0.0,0,0.0,0.0
54-N90S-Z2EK,naturacare naturals,BROAD,2026-01-20,255,2,12.24,20.46,0.0,0,0.0,0.0
LKN-Gummies01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,1,1,3.55,3.55,0.0,0,0.0,0.0
07-IRQL-T5BS,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,1,1,2.04,1.19,0.0,0,0.0,0.0
07-IRQL-T5BS,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,27,1,17.25,20.12,0.0,0,0.0,0.0
07-IRQL-T5BS,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,41,4,7.08,20.66,0.0,0,0.0,0.0
07-IRQL-T5BS,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,20,3,9.32,21.75,0.0,0,0.0,0.0
09-NY8V-51DZ,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,18,1,11.36,7.27,0.0,0,0.0,0.0
09-NY8V-51DZ,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,6,0,17.98,4.31,0.0,0,0.0,0.0
09-NY8V-51DZ,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,6,0,15.84,6.34,0.0,0,0.0,0.0
09-NY8V-51DZ,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,44,1,17.04,12.27,0.0,0,0.0,0.0
2V-LWYR-38TF,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,41,1,13.62,9.08,0.0,0,0.0,0.0
2V-LWYR-38TF,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,1,0,14.77,4.92,0.0,0,0.0,0.0
2V-LWYR-38TF,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,0,0,3.87,1.29,0.0,0,0.0,0.0
2V-LWYR-38TF,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,2,1,13.44,8.96,0.0,0,0.0,0.0
54-N90S-Z2EK,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,939,2,9.14,15.63,0.0,0,0.0,0.0
54-N90S-Z2EK,herbal bathing powder,PHRASE,2026-01-20,219,1,13.7,13.7,0.0,0,0.0,0.0
54-N90S-Z2EK,naturacare natural,PHRASE,2026-01-20,893,14,12.56,138.21,1203.6,4,0.11483050847457629,8.708487084870848
54-N90S-Z2EK,naturacare naturals,PHRASE,2026-01-20,558,8,8.01,50.67,0.0,0,0.0,0.0
AE-3VXL-VU22,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,1,1,15.98,10.17,0.0,0,0.0,0.0
AE-3VXL-VU22,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,171,8,14.98,95.31,0.0,0,0.0,0.0
54-N90S-Z2EK,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,1174,25,8.65,177.45,0.0,0,0.0,0.0
B0-BVJJ-KPBN,naturacare naturals,BROAD,2026-01-20,143,1,29.27,24.46,225.28,0,0.10857599431818182,9.210139002452983
HD001,naturacare naturals,PHRASE,2026-01-20,194,8,7.07,44.74,308.74,1,0.1449115760834359,6.900759946356728
HD001,naturacare naturals,BROAD,2026-01-20,89,2,10.81,18.06,147.93,0,0.12208476982356518,8.191029900332227
HD001,naturacare naturals hair dye,EXACT,2026-01-20,870,62,11.67,583.58,5475.52,14,0.10657983168721875,9.382638198704548
HD001,laxmi  natural hair dye,EXACT,2026-01-20,6,2,4.51,9.03,456.68,1,0.019773145309625994,50.57364341085272
HD001,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,454,2,18.5,37.0,0.0,0,0.0,0.0
HD001,natural hair dye,BROAD,2026-01-20,155,4,18.06,54.18,0.0,0,0.0,0.0
LH-QRXG-BC86,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,2,1,15.39,7.7,0.0,0,0.0,0.0
LH-QRXG-BC86,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,1,1,4.03,2.02,0.0,0,0.0,0.0
LH-QRXG-BC86,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,4,1,14.0,14.0,0.0,0,0.0,0.0
LKN-AS-02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,0,1,3.16,1.32,284.44,1,0.004640697510898608,215.48484848484847
LKN-AS-02,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,9,1,26.75,22.29,0.0,0,0.0,0.0
LKN-AS-02,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,14,3,10.99,22.89,0.0,0,0.0,0.0
LKN-AS-02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,7,2,14.46,24.09,0.0,0,0.0,0.0
LKN-Gummies01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,1,1,32.32,32.32,0.0,0,0.0,0.0
LKN-Gummies01,gummy hair growth,EXACT,2026-01-20,234,2,50.34,100.68,0.0,0,0.0,0.0
B0-BVJJ-KPBN,ayurvedic shampoo,PHRASE,2026-01-20,483,1,40.48,40.48,0.0,0,0.0,0.0
LKN-Gummies01,naturacare biotin hair gummies,PHRASE,2026-01-20,2,2,12.01,24.03,580.61,1,0.04138750624343363,24.1618809821057
HD001,naturacare natural hair dye black,EXACT,2026-01-20,16,5,5.2,20.78,456.68,1,0.04550232110011387,21.976900866217516
HD001,naturacare hair,PHRASE,2026-01-20,48,9,6.5,45.51,456.68,1,0.09965402470000875,10.034717644473742
LH-QRXG-BC86,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,92,1,14.19,14.19,0.0,0,0.0,0.0
CO-WC3X-U97N,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,15,1,15.95,14.5,0.0,0,0.0,0.0
CA-AE0J-5F22,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,0,0,13.03,1.18,0.0,0,0.0,0.0
HD001,henna hair dye,BROAD,2026-01-20,31,2,15.01,30.02,0.0,0,0.0,0.0
CA-AE0J-5F22,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,31,1,12.21,11.1,0.0,0,0.0,0.0
CJ-HXDG-X2A4,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,0,0,17.29,3.14,0.0,0,0.0,0.0
CJ-HXDG-X2A4,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,101,2,16.21,29.48,0.0,0,0.0,0.0
CO-WC3X-U97N,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,0,0,17.01,1.55,0.0,0,0.0,0.0
F4-YFRN-XJE0,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,573,0,3.88,1.13,730.68,1,0.0015465046258279957,646.6194690265487
F4-YFRN-XJE0,naturacare naturals,BROAD,2026-01-20,288,2,21.22,31.03,118.34,0,0.26221057968565153,3.8137286496938447
B0-BVJJ-KPBN,naturacare naturals,PHRASE,2026-01-20,314,4,19.15,60.59,470.16,1,0.12887102263059383,7.759696319524674
F4-YFRN-XJE0,naturacare naturals,PHRASE,2026-01-20,630,7,13.88,76.86,246.98,1,0.31119928739169167,3.213374967473328
F4-YFRN-XJE0,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,717,4,3.67,12.82,0.0,0,0.0,0.0
FR-PG20-IO18,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,13,1,6.62,6.36,0.0,0,0.0,0.0
FR-PG20-IO18,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,4,0,10.48,3.77,0.0,0,0.0,0.0
FR-PG20-IO18,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,4,1,9.24,5.54,0.0,0,0.0,0.0
FR-PG20-IO18,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,32,1,9.93,10.73,0.0,0,0.0,0.0
HD001,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,2392,34,20.28,567.89,821.99,2,0.6908721517293398,1.4474458081670747
HD001,hair dye,EXACT,2026-01-20,28,1,24.45,24.45,0.0,0,0.0,0.0
F4-YFRN-XJE0,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-20,133,5,7.43,31.32,0.0,0,0.0,0.0
LKN-Weight-GAIN02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,1,1,1.58,1.31,0.0,0,0.0,0.0
LKN-Weight-GAIN02,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,8,1,17.03,14.11,0.0,0,0.0,0.0
LKN-Weight-GAIN02,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,296,2,25.06,41.53,0.0,0,0.0,0.0
Slim01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,4574,246,14.48,2895.36,17162.84,30,0.16869935278776707,5.927705017683466
LKN-Weight-GAIN02,"category=""14095357031""",TARGETING_EXPRESSION,2026-01-21,2,0,0.94,0.06,685.59,1,8.751586225003281e-05,11426.500000000002
MC-Q0EB-BKWT,naturacare face wash,BROAD,2026-01-21,9,1,7.04,7.04,0.0,0,0.0,0.0
LKN-Weight-GAIN02,"category=""11364851031""",TARGETING_EXPRESSION,2026-01-21,145,1,1.91,1.32,423.45,1,0.0031172511512575275,320.7954545454545
LKN-Weight-GAIN02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,910,32,11.56,296.91,3327.13,4,0.08923907391655872,11.205853625677815
NC-W1A4-6XI4,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,28,4,13.5,43.2,0.0,0,0.0,0.0
Slim01,"category=""14095357031""",TARGETING_EXPRESSION,2026-01-21,5,1,9.81,9.81,423.45,1,0.023166843783209354,43.1651376146789
QP-AMD8-Y9KH,naturacare naturals,PHRASE,2026-01-21,453,6,13.74,63.99,489.28,1,0.13078400915631133,7.646194717924675
QP-AMD8-Y9KH,naturacare naturals,BROAD,2026-01-21,18,0,18.14,6.21,0.0,0,0.0,0.0
RO-FFS5-LXSP,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,2,0,6.87,1.25,0.0,0,0.0,0.0
RO-FFS5-LXSP,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,26,1,6.95,5.68,0.0,0,0.0,0.0
Slim01,"category=""11364684031""",TARGETING_EXPRESSION,2026-01-21,43,5,16.85,67.42,0.0,0,0.0,0.0
Slim01,"category=""11364851031""",TARGETING_EXPRESSION,2026-01-21,494,14,19.87,218.55,261.55,1,0.8355954884343337,1.1967513154884466
LKN-Weight-GAIN02,"category=""11364684031""",TARGETING_EXPRESSION,2026-01-21,13,0,1.62,0.41,0.0,0,0.0,0.0
NC-W1A4-6XI4,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,1,1,1.95,1.56,450.15,1,0.0034655114961679445,288.55769230769226
YF-QA0C-YDO2,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,58,0,2.99,1.05,0.0,0,0.0,0.0
LKN-Redensyl serum,naturacare naturals hair serum,EXACT,2026-01-21,4,1,13.07,13.07,0.0,0,0.0,0.0
LKN-Weight-GAIN01,weight gain powder,PHRASE,2026-01-21,1123,17,23.05,322.72,587.15,1,0.549638082261773,1.8193790282597915
Slim01,herbal weight loss products,BROAD,2026-01-21,7,2,14.15,28.29,1370.0,1,0.02064963503649635,48.42700600919053
LKN-HGOIL-200ML,natural hair oil,BROAD,2026-01-21,183,2,15.69,31.39,0.0,0,0.0,0.0
LKN-Redensyl serum,redensyl serum,BROAD,2026-01-21,2,1,10.52,10.52,0.0,0,0.0,0.0
LKN-UNROLLON-15ML,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,1,1,13.79,12.54,0.0,0,0.0,0.0
LKN-UNROLLON-15ML,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,14,5,13.94,57.03,0.0,0,0.0,0.0
LKN-Weight-GAIN01,ayurvedic weight gainer,EXACT,2026-01-21,1,1,36.36,36.36,0.0,0,0.0,0.0
LKN-Weight-GAIN01,"category=""11364684031""",TARGETING_EXPRESSION,2026-01-21,7,0,15.73,3.93,0.0,0,0.0,0.0
LKN-Weight-GAIN01,"category=""11364851031""",TARGETING_EXPRESSION,2026-01-21,87,1,18.54,12.74,0.0,0,0.0,0.0
LKN-Weight-GAIN01,weight gain powder,EXACT,2026-01-21,244,4,30.59,91.76,587.15,1,0.15628033722217494,6.3987576285963375
LKN-Weight-GAIN01,"category=""14095357031""",TARGETING_EXPRESSION,2026-01-21,1,0,9.15,0.57,0.0,0,0.0,0.0
LKN-Weight-GAIN01,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,241,0,43.57,14.94,0.0,0,0.0,0.0
LKN-Weight-GAIN01,naturacare naturals,BROAD,2026-01-21,14,0,5.58,1.15,0.0,0,0.0,0.0
LKN-Weight-GAIN01,naturacare naturals,PHRASE,2026-01-21,348,3,4.22,11.8,587.15,1,0.020097079110959724,49.75847457627118
LKN-Weight-GAIN01,naturacare naturals weight gain powder,EXACT,2026-01-21,69,16,7.12,92.6,1761.45,4,0.052570325584035876,19.022138228941685
LKN-Weight-GAIN01,naturacare weight gain powder,EXACT,2026-01-21,23,7,3.2,19.22,1174.31,2,0.0163670581022047,61.098335067637876
LKN-Weight-GAIN01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,7,0,29.59,5.07,0.0,0,0.0,0.0
LKN-Weight-GAIN01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,1,0,2.75,0.47,0.0,0,0.0,0.0
LKN-Weight-GAIN01,weight gain,BROAD,2026-01-21,16,5,26.9,107.61,0.0,0,0.0,0.0
LKN-Weight-GAIN01,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,742,7,20.09,106.78,587.15,1,0.1818615345312101,5.498688893051133
Slim01,naturacare naturals,PHRASE,2026-01-21,97,1,6.72,6.26,0.0,0,0.0,0.0
YF-QA0C-YDO2,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,14,0,2.26,0.57,0.0,0,0.0,0.0
Slim01,naturacare naturals weight loss powder,BROAD,2026-01-21,397,2,34.44,61.22,0.0,0,0.0,0.0
sunscreendrops50ml,naturacare naturals,PHRASE,2026-01-21,424,5,25.22,93.97,685.0,1,0.13718248175182482,7.289560498031286
sunscreendrops50ml,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,5,5,19.07,84.96,1572.21,2,0.054038582632091124,18.505296610169495
VQ-FBCU-5XWU,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,2,1,11.15,10.13,0.0,0,0.0,0.0
VQ-FBCU-5XWU,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,34,5,11.27,46.1,0.0,0,0.0,0.0
WT-U58E-RPQB,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,4,1,7.62,6.1,0.0,0,0.0,0.0
WT-U58E-RPQB,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,0,0,1.1,0.22,0.0,0,0.0,0.0
XA-UIID-K1KF,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,6,1,11.27,9.01,0.0,0,0.0,0.0
XA-UIID-K1KF,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,9,1,10.06,10.06,458.59,1,0.021936806297564275,45.585487077534786
XA-UIID-K1KF,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,2,1,13.48,10.79,0.0,0,0.0,0.0
XA-UIID-K1KF,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,35,2,13.29,18.61,0.0,0,0.0,0.0
Y0-LR81-7OHE,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,15,1,9.06,10.88,0.0,0,0.0,0.0
Y0-LR81-7OHE,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,21,2,8.09,12.14,0.0,0,0.0,0.0
Y0-LR81-7OHE,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,4,1,10.85,13.02,0.0,0,0.0,0.0
Y0-LR81-7OHE,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,85,3,10.69,22.46,0.0,0,0.0,0.0
YF-QA0C-YDO2,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,10,0,2.53,0.51,0.0,0,0.0,0.0
YF-QA0C-YDO2,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,3,0,3.03,0.61,0.0,0,0.0,0.0
LKN-HGOIL-200ML,naturacare oil,PHRASE,2026-01-21,2,1,1.78,1.78,521.92,1,0.003410484365419988,293.2134831460674
sunscreendrops50ml,naturacare naturals,BROAD,2026-01-21,16,0,33.3,9.12,0.0,0,0.0,0.0
sunscreendrops50ml,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,25,1,21.45,13.65,0.0,0,0.0,0.0
sunscreendrops50ml,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,34,2,11.58,22.11,0.0,0,0.0,0.0
Slim02,weight loss powder,PHRASE,2026-01-21,2,1,29.84,14.92,0.0,0,0.0,0.0
Slim01,naturacare weight loss powder,BROAD,2026-01-21,201,6,21.51,112.36,0.0,0,0.0,0.0
Slim01,loose-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,15,1,1.78,1.78,0.0,0,0.0,0.0
Slim01,natural weight loss powder,PHRASE,2026-01-21,40,5,33.88,127.04,0.0,0,0.0,0.0
Slim01,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,386,2,9.53,19.06,0.0,0,0.0,0.0
Slim01,weight loss powder,BROAD,2026-01-21,1,1,32.53,24.4,0.0,0,0.0,0.0
Slim01,weight loss powder,PHRASE,2026-01-21,2,2,30.92,46.38,0.0,0,0.0,0.0
Slim02,"category=""11364684031""",TARGETING_EXPRESSION,2026-01-21,37,4,16.88,59.07,0.0,0,0.0,0.0
Slim02,"category=""11364851031""",TARGETING_EXPRESSION,2026-01-21,430,12,19.89,191.48,0.0,0,0.0,0.0
Slim01,naturacare naturals,BROAD,2026-01-21,4,0,8.87,0.61,0.0,0,0.0,0.0
Slim02,"category=""14095357031""",TARGETING_EXPRESSION,2026-01-21,5,1,9.82,8.59,0.0,0,0.0,0.0
Slim02,complements,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,209,4,35.6,106.79,0.0,0,0.0,0.0
Slim02,naturacare naturals,BROAD,2026-01-21,4,0,8.44,0.58,0.0,0,0.0,0.0
Slim02,naturacare naturals,PHRASE,2026-01-21,93,1,6.39,5.96,0.0,0,0.0,0.0
Slim02,naturacare naturals weight loss powder,BROAD,2026-01-21,531,8,19.98,124.33,0.0,0,0.0,0.0
Slim02,naturacare weight loss powder,BROAD,2026-01-21,68,1,6.37,4.96,0.0,0,0.0,0.0
Slim02,natural weight loss powder,PHRASE,2026-01-21,41,2,32.69,40.87,0.0,0,0.0,0.0
Slim02,substitutes,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,7911,114,29.15,2711.22,0.0,0,0.0,0.0
Slim02,weight loss powder,BROAD,2026-01-21,1,0,31.4,7.85,0.0,0,0.0,0.0
Slim02,close-match,TARGETING_EXPRESSION_PREDEFINED,2026-01-21,8528,252,20.67,4236.77,34432.53,34,0.12304556185676745,8.127070858224542
LKN-HGOIL-200ML,naturacare naturals,BROAD,2026-01-21,17,1,23.45,9.64,0.0,0,0.0,0.0
